Fri 24 Jun 2022 10:48:07 AM CEST
r32n1.lisa.surfsara.nl
uid=55639(jharris) gid=55199(jharris) groups=55199(jharris),46457(lisa_uva_gpu),50488(ssh_forwarding)
/home/jharris/Desktop/approx_attention
/home/jharris/Desktop/approx_attention/venvs/GPU_venv/bin/python

Check if packages installed correctly
Torch: 1.11.0+cu113
PyG: 2.0.4

**************************************************
================= GAT ===========================
**************************************************
Using backend: pytorch

===== PUBMED =====

Namespace(DATASET='pubmed', EPOCHS=300, EVAL_EVERY=10, RUN_SEEDS=[0, 4, 8, 42, 64, 128, 256, 512, 1024, 2048], BATCH_SIZE=1024, LEARNING_RATE=0.01, WEIGHT_DECAY=0.001, NODE_DROPOUT=0.6, HIDDEN_UNITS=8, LAYERS=2, HEADS_IN=8, HEADS_OUT=8, NEIGHBORS=150)

RUN #0: seed0
Epoch 10:, Train 0.8427, Val 0.8700, Test 0.8400
Epoch 10:, Train 0.8494, Val 0.8800, Test 0.8390
Epoch 20:, Train 0.8467, Val 0.8780, Test 0.8450
Epoch 30:, Train 0.8499, Val 0.8800, Test 0.8410
Epoch 40:, Train 0.8467, Val 0.8780, Test 0.8410
Epoch 50:, Train 0.8456, Val 0.8740, Test 0.8410
Epoch 60:, Train 0.8425, Val 0.8700, Test 0.8340
Epoch 70:, Train 0.8489, Val 0.8780, Test 0.8430
Epoch 80:, Train 0.8493, Val 0.8820, Test 0.8460
Epoch 90:, Train 0.8438, Val 0.8700, Test 0.8400
Epoch 100:, Train 0.8483, Val 0.8780, Test 0.8460
Epoch 110:, Train 0.8417, Val 0.8740, Test 0.8390
Epoch 120:, Train 0.8422, Val 0.8680, Test 0.8380
Epoch 130:, Train 0.8438, Val 0.8720, Test 0.8410
Epoch 140:, Train 0.8493, Val 0.8800, Test 0.8440
Epoch 150:, Train 0.8478, Val 0.8820, Test 0.8460
Epoch 160:, Train 0.8523, Val 0.8800, Test 0.8440
Epoch 170:, Train 0.8507, Val 0.8840, Test 0.8530
Epoch 180:, Train 0.8488, Val 0.8820, Test 0.8420
Epoch 190:, Train 0.8489, Val 0.8760, Test 0.8440
Epoch 200:, Train 0.8495, Val 0.8780, Test 0.8420
Epoch 210:, Train 0.8513, Val 0.8800, Test 0.8450
Epoch 220:, Train 0.8496, Val 0.8800, Test 0.8450
Epoch 230:, Train 0.8488, Val 0.8840, Test 0.8410
Epoch 240:, Train 0.8346, Val 0.8560, Test 0.8340
Epoch 250:, Train 0.8473, Val 0.8780, Test 0.8450
Epoch 260:, Train 0.8459, Val 0.8760, Test 0.8430
Epoch 270:, Train 0.8487, Val 0.8780, Test 0.8450
Epoch 280:, Train 0.8488, Val 0.8780, Test 0.8430
Epoch 290:, Train 0.8498, Val 0.8840, Test 0.8410
Epoch 300:, Train 0.8450, Val 0.8720, Test 0.8450
BEST: Epoch 170, Train 0.8507, Val 0.8840, Test 0.8530

RUN #2: seed8
Epoch 10:, Train 0.8457, Val 0.8760, Test 0.8410
Epoch 20:, Train 0.8452, Val 0.8700, Test 0.8400
Epoch 30:, Train 0.8522, Val 0.8840, Test 0.8440
Epoch 40:, Train 0.8472, Val 0.8800, Test 0.8460
Epoch 50:, Train 0.8474, Val 0.8820, Test 0.8380
Epoch 60:, Train 0.8452, Val 0.8740, Test 0.8420
Epoch 70:, Train 0.8502, Val 0.8820, Test 0.8470
Epoch 80:, Train 0.8483, Val 0.8820, Test 0.8410
Epoch 90:, Train 0.8492, Val 0.8780, Test 0.8430
Epoch 100:, Train 0.8483, Val 0.8740, Test 0.8480
Epoch 110:, Train 0.8469, Val 0.8820, Test 0.8420
Epoch 120:, Train 0.8507, Val 0.8720, Test 0.8430
Epoch 130:, Train 0.8464, Val 0.8680, Test 0.8440
Epoch 140:, Train 0.8414, Val 0.8760, Test 0.8350
Epoch 150:, Train 0.8504, Val 0.8860, Test 0.8530
Epoch 160:, Train 0.8464, Val 0.8760, Test 0.8410
Epoch 170:, Train 0.8484, Val 0.8820, Test 0.8420
Epoch 180:, Train 0.8420, Val 0.8700, Test 0.8330
Epoch 190:, Train 0.8416, Val 0.8720, Test 0.8370
Epoch 200:, Train 0.8494, Val 0.8720, Test 0.8450
Epoch 210:, Train 0.8489, Val 0.8840, Test 0.8420
Epoch 220:, Train 0.8518, Val 0.8880, Test 0.8460
Epoch 230:, Train 0.8475, Val 0.8800, Test 0.8440
Epoch 240:, Train 0.8457, Val 0.8740, Test 0.8400
Epoch 250:, Train 0.8450, Val 0.8740, Test 0.8420
Epoch 260:, Train 0.8523, Val 0.8840, Test 0.8480
Epoch 270:, Train 0.8437, Val 0.8740, Test 0.8380
Epoch 280:, Train 0.8457, Val 0.8720, Test 0.8430
Epoch 290:, Train 0.8448, Val 0.8700, Test 0.8410
Epoch 300:, Train 0.8394, Val 0.8660, Test 0.8350
BEST: Epoch 220, Train 0.8518, Val 0.8880, Test 0.8460

RUN #3: seed42
Epoch 10:, Train 0.8468, Val 0.8780, Test 0.8390
Epoch 20:, Train 0.8512, Val 0.8840, Test 0.8440
Epoch 30:, Train 0.8384, Val 0.8520, Test 0.8350
Epoch 40:, Train 0.8456, Val 0.8740, Test 0.8410
Epoch 50:, Train 0.8454, Val 0.8780, Test 0.8390
Epoch 60:, Train 0.8421, Val 0.8660, Test 0.8370
Epoch 70:, Train 0.8498, Val 0.8780, Test 0.8430
Epoch 80:, Train 0.8468, Val 0.8780, Test 0.8470
Epoch 90:, Train 0.8439, Val 0.8760, Test 0.8390
Epoch 100:, Train 0.8450, Val 0.8800, Test 0.8440
Epoch 110:, Train 0.8509, Val 0.8880, Test 0.8450
Epoch 120:, Train 0.8475, Val 0.8720, Test 0.8400
Epoch 130:, Train 0.8492, Val 0.8860, Test 0.8430
Epoch 140:, Train 0.8483, Val 0.8720, Test 0.8380
Epoch 150:, Train 0.8471, Val 0.8780, Test 0.8430
Epoch 160:, Train 0.8461, Val 0.8820, Test 0.8380
Epoch 170:, Train 0.8501, Val 0.8840, Test 0.8460
Epoch 180:, Train 0.8480, Val 0.8700, Test 0.8380
Epoch 190:, Train 0.8448, Val 0.8760, Test 0.8410
Epoch 200:, Train 0.8449, Val 0.8720, Test 0.8390
Epoch 210:, Train 0.8423, Val 0.8700, Test 0.8380
Epoch 220:, Train 0.8477, Val 0.8780, Test 0.8450
Epoch 230:, Train 0.8493, Val 0.8860, Test 0.8400
Epoch 240:, Train 0.8437, Val 0.8740, Test 0.8420
Epoch 250:, Train 0.8401, Val 0.8620, Test 0.8380
Epoch 260:, Train 0.8478, Val 0.8780, Test 0.8480
Epoch 270:, Train 0.8479, Val 0.8860, Test 0.8390
Epoch 280:, Train 0.8461, Val 0.8780, Test 0.8370
Epoch 290:, Train 0.8476, Val 0.8800, Test 0.8400
Epoch 300:, Train 0.8470, Val 0.8840, Test 0.8460
BEST: Epoch 110, Train 0.8509, Val 0.8880, Test 0.8450

RUN #4: seed64
Epoch 10:, Train 0.8486, Val 0.8780, Test 0.8410
Epoch 20:, Train 0.8431, Val 0.8720, Test 0.8420
Epoch 30:, Train 0.8429, Val 0.8720, Test 0.8400
Epoch 40:, Train 0.8481, Val 0.8740, Test 0.8400
Epoch 50:, Train 0.8406, Val 0.8640, Test 0.8400
Epoch 60:, Train 0.8449, Val 0.8720, Test 0.8400
Epoch 70:, Train 0.8410, Val 0.8620, Test 0.8390
Epoch 80:, Train 0.8432, Val 0.8740, Test 0.8390
Epoch 90:, Train 0.8453, Val 0.8740, Test 0.8390
Epoch 100:, Train 0.8435, Val 0.8740, Test 0.8380
Epoch 110:, Train 0.8481, Val 0.8720, Test 0.8400
Epoch 120:, Train 0.8500, Val 0.8820, Test 0.8450
Epoch 130:, Train 0.8526, Val 0.8840, Test 0.8440
Epoch 140:, Train 0.8481, Val 0.8760, Test 0.8400
Epoch 150:, Train 0.8400, Val 0.8620, Test 0.8390
Epoch 160:, Train 0.8499, Val 0.8800, Test 0.8490
Epoch 170:, Train 0.8423, Val 0.8660, Test 0.8370
Epoch 180:, Train 0.8481, Val 0.8760, Test 0.8400
Epoch 190:, Train 0.8472, Val 0.8760, Test 0.8450
Epoch 200:, Train 0.8429, Val 0.8660, Test 0.8340
Epoch 210:, Train 0.8515, Val 0.8840, Test 0.8440
Epoch 220:, Train 0.8462, Val 0.8740, Test 0.8460
Epoch 230:, Train 0.8465, Val 0.8720, Test 0.8420
Epoch 240:, Train 0.8476, Val 0.8780, Test 0.8430
Epoch 250:, Train 0.8451, Val 0.8760, Test 0.8430
Epoch 260:, Train 0.8432, Val 0.8700, Test 0.8370
Epoch 270:, Train 0.8506, Val 0.8740, Test 0.8430
Epoch 280:, Train 0.8466, Val 0.8740, Test 0.8420
Epoch 290:, Train 0.8496, Val 0.8840, Test 0.8440
Epoch 300:, Train 0.8518, Val 0.8900, Test 0.8510
BEST: Epoch 300, Train 0.8518, Val 0.8900, Test 0.8510

RUN #5: seed128
Epoch 10:, Train 0.8500, Val 0.8840, Test 0.8440
Epoch 20:, Train 0.8481, Val 0.8800, Test 0.8440
Epoch 30:, Train 0.8454, Val 0.8780, Test 0.8430
Epoch 40:, Train 0.8416, Val 0.8700, Test 0.8350
Epoch 50:, Train 0.8392, Val 0.8580, Test 0.8350
Epoch 60:, Train 0.8449, Val 0.8720, Test 0.8420
Epoch 70:, Train 0.8485, Val 0.8840, Test 0.8430
Epoch 80:, Train 0.8373, Val 0.8460, Test 0.8360
Epoch 90:, Train 0.8484, Val 0.8840, Test 0.8450
Epoch 100:, Train 0.8477, Val 0.8840, Test 0.8450
Epoch 110:, Train 0.8427, Val 0.8680, Test 0.8390
Epoch 120:, Train 0.8437, Val 0.8700, Test 0.8380
Epoch 130:, Train 0.8417, Val 0.8720, Test 0.8390
Epoch 140:, Train 0.8378, Val 0.8580, Test 0.8350
Epoch 150:, Train 0.8414, Val 0.8620, Test 0.8400
Epoch 160:, Train 0.8457, Val 0.8720, Test 0.8400
Epoch 170:, Train 0.8415, Val 0.8620, Test 0.8380
Epoch 180:, Train 0.8415, Val 0.8720, Test 0.8370
Epoch 190:, Train 0.8488, Val 0.8820, Test 0.8440
Epoch 200:, Train 0.8396, Val 0.8720, Test 0.8370
Epoch 210:, Train 0.8468, Val 0.8720, Test 0.8430
Epoch 220:, Train 0.8424, Val 0.8700, Test 0.8350
Epoch 230:, Train 0.8462, Val 0.8740, Test 0.8440
Epoch 240:, Train 0.8424, Val 0.8700, Test 0.8380
Epoch 250:, Train 0.8422, Val 0.8680, Test 0.8400
Epoch 260:, Train 0.8441, Val 0.8720, Test 0.8410
Epoch 270:, Train 0.8493, Val 0.8780, Test 0.8430
Epoch 280:, Train 0.8416, Val 0.8720, Test 0.8390
Epoch 290:, Train 0.8492, Val 0.8820, Test 0.8440
Epoch 300:, Train 0.8505, Val 0.8820, Test 0.8420
BEST: Epoch 10, Train 0.8500, Val 0.8840, Test 0.8440

RUN #6: seed256
Epoch 10:, Train 0.8477, Val 0.8840, Test 0.8440
Epoch 20:, Train 0.8470, Val 0.8820, Test 0.8430
Epoch 30:, Train 0.8506, Val 0.8800, Test 0.8430
Epoch 40:, Train 0.8401, Val 0.8560, Test 0.8410
Epoch 50:, Train 0.8493, Val 0.8840, Test 0.8420
Epoch 60:, Train 0.8391, Val 0.8600, Test 0.8370
Epoch 70:, Train 0.8433, Val 0.8780, Test 0.8420
Epoch 80:, Train 0.8431, Val 0.8660, Test 0.8370
Epoch 90:, Train 0.8519, Val 0.8840, Test 0.8490
Epoch 100:, Train 0.8487, Val 0.8820, Test 0.8420
Epoch 110:, Train 0.8503, Val 0.8860, Test 0.8430
Epoch 120:, Train 0.8448, Val 0.8780, Test 0.8430
Epoch 130:, Train 0.8429, Val 0.8720, Test 0.8370
Epoch 140:, Train 0.8437, Val 0.8740, Test 0.8380
Epoch 150:, Train 0.8482, Val 0.8820, Test 0.8440
Epoch 160:, Train 0.8392, Val 0.8640, Test 0.8410
Epoch 170:, Train 0.8488, Val 0.8760, Test 0.8460
Epoch 180:, Train 0.8483, Val 0.8840, Test 0.8460
Epoch 190:, Train 0.8388, Val 0.8600, Test 0.8390
Epoch 200:, Train 0.8499, Val 0.8780, Test 0.8450
Epoch 210:, Train 0.8467, Val 0.8760, Test 0.8440
Epoch 220:, Train 0.8433, Val 0.8700, Test 0.8410
Epoch 230:, Train 0.8431, Val 0.8720, Test 0.8430
Epoch 240:, Train 0.8432, Val 0.8740, Test 0.8380
Epoch 250:, Train 0.8484, Val 0.8780, Test 0.8430
Epoch 260:, Train 0.8470, Val 0.8740, Test 0.8380
Epoch 270:, Train 0.8457, Val 0.8780, Test 0.8410
Epoch 280:, Train 0.8418, Val 0.8680, Test 0.8390
Epoch 290:, Train 0.8439, Val 0.8780, Test 0.8400
Epoch 300:, Train 0.8465, Val 0.8760, Test 0.8400
BEST: Epoch 110, Train 0.8503, Val 0.8860, Test 0.8430

RUN #7: seed512
Epoch 10:, Train 0.8427, Val 0.8720, Test 0.8360
Epoch 20:, Train 0.8496, Val 0.8840, Test 0.8480
Epoch 30:, Train 0.8472, Val 0.8820, Test 0.8450
Epoch 40:, Train 0.8464, Val 0.8740, Test 0.8400
Epoch 50:, Train 0.8416, Val 0.8740, Test 0.8370
Epoch 60:, Train 0.8476, Val 0.8800, Test 0.8450
Epoch 70:, Train 0.8511, Val 0.8800, Test 0.8450
Epoch 80:, Train 0.8475, Val 0.8820, Test 0.8420
Epoch 90:, Train 0.8407, Val 0.8720, Test 0.8400
Epoch 100:, Train 0.8484, Val 0.8760, Test 0.8410
Epoch 110:, Train 0.8479, Val 0.8820, Test 0.8440
Epoch 120:, Train 0.8442, Val 0.8760, Test 0.8420
Epoch 130:, Train 0.8370, Val 0.8540, Test 0.8380
Epoch 140:, Train 0.8437, Val 0.8700, Test 0.8390
Epoch 150:, Train 0.8457, Val 0.8740, Test 0.8450
Epoch 160:, Train 0.8471, Val 0.8720, Test 0.8440
Epoch 170:, Train 0.8444, Val 0.8760, Test 0.8390
Epoch 180:, Train 0.8414, Val 0.8700, Test 0.8390
Epoch 190:, Train 0.8417, Val 0.8620, Test 0.8380
Epoch 200:, Train 0.8467, Val 0.8760, Test 0.8450
Epoch 210:, Train 0.8444, Val 0.8700, Test 0.8390
Epoch 220:, Train 0.8484, Val 0.8820, Test 0.8450
Epoch 230:, Train 0.8461, Val 0.8740, Test 0.8410
Epoch 240:, Train 0.8404, Val 0.8660, Test 0.8380
Epoch 250:, Train 0.8490, Val 0.8740, Test 0.8400
Epoch 260:, Train 0.8438, Val 0.8740, Test 0.8380
Epoch 270:, Train 0.8506, Val 0.8880, Test 0.8420
Epoch 280:, Train 0.8462, Val 0.8720, Test 0.8430
Epoch 290:, Train 0.8490, Val 0.8800, Test 0.8410
Epoch 300:, Train 0.8421, Val 0.8660, Test 0.8400
BEST: Epoch 270, Train 0.8506, Val 0.8880, Test 0.8420

RUN #8: seed1024
Epoch 10:, Train 0.8520, Val 0.8780, Test 0.8500
Epoch 20:, Train 0.8498, Val 0.8780, Test 0.8450
Epoch 30:, Train 0.8455, Val 0.8760, Test 0.8420
Epoch 40:, Train 0.8457, Val 0.8800, Test 0.8410
Epoch 50:, Train 0.8452, Val 0.8720, Test 0.8420
Epoch 60:, Train 0.8382, Val 0.8480, Test 0.8380
Epoch 70:, Train 0.8527, Val 0.8780, Test 0.8480
Epoch 80:, Train 0.8425, Val 0.8700, Test 0.8390
Epoch 90:, Train 0.8451, Val 0.8760, Test 0.8420
Epoch 100:, Train 0.8478, Val 0.8760, Test 0.8420
Epoch 110:, Train 0.8468, Val 0.8780, Test 0.8430
Epoch 120:, Train 0.8432, Val 0.8700, Test 0.8380
Epoch 130:, Train 0.8450, Val 0.8740, Test 0.8390
Epoch 140:, Train 0.8457, Val 0.8760, Test 0.8450
Epoch 150:, Train 0.8438, Val 0.8760, Test 0.8380
Epoch 160:, Train 0.8431, Val 0.8740, Test 0.8360
Epoch 170:, Train 0.8444, Val 0.8700, Test 0.8400
Epoch 180:, Train 0.8437, Val 0.8720, Test 0.8390
Epoch 190:, Train 0.8434, Val 0.8740, Test 0.8400
Epoch 200:, Train 0.8471, Val 0.8780, Test 0.8390
Epoch 210:, Train 0.8413, Val 0.8660, Test 0.8350
Epoch 220:, Train 0.8435, Val 0.8740, Test 0.8430
Epoch 230:, Train 0.8404, Val 0.8720, Test 0.8390
Epoch 240:, Train 0.8506, Val 0.8800, Test 0.8490
Epoch 250:, Train 0.8511, Val 0.8820, Test 0.8430
Epoch 260:, Train 0.8451, Val 0.8800, Test 0.8380
Epoch 270:, Train 0.8468, Val 0.8800, Test 0.8420
Epoch 280:, Train 0.8500, Val 0.8800, Test 0.8420
Epoch 290:, Train 0.8369, Val 0.8540, Test 0.8360
Epoch 300:, Train 0.8495, Val 0.8800, Test 0.8400
BEST: Epoch 250, Train 0.8511, Val 0.8820, Test 0.8430

RUN #9: seed2048
Epoch 10:, Train 0.8470, Val 0.8820, Test 0.8430
Epoch 20:, Train 0.8456, Val 0.8800, Test 0.8420
Epoch 30:, Train 0.8441, Val 0.8800, Test 0.8410
Epoch 40:, Train 0.8464, Val 0.8760, Test 0.8420
Epoch 50:, Train 0.8468, Val 0.8800, Test 0.8440
Epoch 60:, Train 0.8462, Val 0.8740, Test 0.8430
Epoch 70:, Train 0.8476, Val 0.8720, Test 0.8410
Epoch 80:, Train 0.8444, Val 0.8760, Test 0.8450
Epoch 90:, Train 0.8482, Val 0.8800, Test 0.8400
Epoch 100:, Train 0.8483, Val 0.8800, Test 0.8430
Epoch 110:, Train 0.8471, Val 0.8760, Test 0.8430
Epoch 120:, Train 0.8482, Val 0.8820, Test 0.8420
Epoch 130:, Train 0.8507, Val 0.8800, Test 0.8430
Epoch 140:, Train 0.8437, Val 0.8760, Test 0.8400
Epoch 150:, Train 0.8426, Val 0.8660, Test 0.8420
Epoch 160:, Train 0.8508, Val 0.8820, Test 0.8490
Epoch 170:, Train 0.8489, Val 0.8800, Test 0.8440
Epoch 180:, Train 0.8491, Val 0.8840, Test 0.8430
Epoch 190:, Train 0.8470, Val 0.8760, Test 0.8410
Epoch 200:, Train 0.8508, Val 0.8860, Test 0.8440
Epoch 210:, Train 0.8501, Val 0.8840, Test 0.8440
Epoch 220:, Train 0.8501, Val 0.8820, Test 0.8430
Epoch 230:, Train 0.8491, Val 0.8840, Test 0.8420
Epoch 240:, Train 0.8495, Val 0.8820, Test 0.8460
Epoch 250:, Train 0.8478, Val 0.8820, Test 0.8480
Epoch 260:, Train 0.8475, Val 0.8760, Test 0.8450
Epoch 270:, Train 0.8470, Val 0.8780, Test 0.8410
Epoch 280:, Train 0.8416, Val 0.8720, Test 0.8370
Epoch 290:, Train 0.8464, Val 0.8820, Test 0.8400
Epoch 300:, Train 0.8425, Val 0.8720, Test 0.8390
BEST: Epoch 200, Train 0.8508, Val 0.8860, Test 0.8440




==================================================
Model Parameters: 33779

Avg. Training Time (epoch) (s): 0.5063 +/- 0.1188
Avg. Inference Time (s): 0.6815 +/- 0.1138

Avg. Training Acc: 0.8508 +/- 0.0007
Avg. Validation Acc: 0.8862 +/- 0.0023
Avg. Test Acc: 0.8455 +/- 0.0034

**************************************************

**************************************************
================= SIGN ===========================
**************************************************
Using backend: pytorch

===== PUBMED =====

Namespace(DATASET='pubmed', ATTN_FILTER='sign', EPOCHS=300, EVAL_EVERY=10, RUN_SEEDS=[0, 4, 8, 42, 64, 128, 256, 512, 1024, 2048], HOPS=2, BATCH_SIZE=256, LEARNING_RATE=0.001, WEIGHT_DECAY=1e-07, INCEPTION_LAYERS=2, INCEPTION_UNITS=512, CLASSIFICATION_LAYERS=3, CLASSIFICATION_UNITS=512, FEATURE_DROPOUT=0.3, NODE_DROPOUT=0.3, BATCH_NORMALIZATION=1, FILTER_BATCH_SIZE=100000, ATTN_HEADS=2, ATTN_NORMALIZATION=True, GAT_EPOCHS=10, GAT_BATCH_SIZE=1024, GAT_LEARNING_RATE=0.01, GAT_WEIGHT_DECAY=0.001, GAT_HIDDEN_UNITS=8, GAT_NODE_DROPOUT=0.6, GAT_LAYERS=2, GAT_HEADS_IN=8, GAT_HEADS_OUT=8, GAT_NEIGHBORS=150, GAT_LR_PATIENCE=5)

RUN #0: seed=0
SIGN
Attention Filter (n=88648): 1.000 +\- 0.000 [1.000-1.000]
Total Transformation Time: 0.1153
Epoch 10:, Train 0.9687, Val 0.9160, Test 0.9000
Epoch 20:, Train 0.9969, Val 0.9140, Test 0.8990
Epoch 30:, Train 0.9993, Val 0.9120, Test 0.8970
Epoch 40:, Train 0.9997, Val 0.9100, Test 0.9080
Epoch 50:, Train 1.0000, Val 0.9120, Test 0.8880
Epoch 60:, Train 1.0000, Val 0.9100, Test 0.8980
Epoch 70:, Train 1.0000, Val 0.9100, Test 0.8990
Epoch 80:, Train 1.0000, Val 0.9140, Test 0.8920
Epoch 90:, Train 1.0000, Val 0.9120, Test 0.8930
Epoch 100:, Train 1.0000, Val 0.9080, Test 0.8910
Epoch 110:, Train 1.0000, Val 0.9120, Test 0.8910
Epoch 120:, Train 1.0000, Val 0.9100, Test 0.8960
Epoch 130:, Train 0.9999, Val 0.9120, Test 0.8890
Epoch 140:, Train 1.0000, Val 0.9200, Test 0.8880
Epoch 150:, Train 1.0000, Val 0.9020, Test 0.8940
Epoch 160:, Train 1.0000, Val 0.9160, Test 0.8920
Epoch 170:, Train 1.0000, Val 0.9100, Test 0.8930
Epoch 180:, Train 1.0000, Val 0.9100, Test 0.8930
Epoch 190:, Train 1.0000, Val 0.9180, Test 0.9000
Epoch 200:, Train 1.0000, Val 0.9200, Test 0.8940
Epoch 210:, Train 1.0000, Val 0.9040, Test 0.8940
Epoch 220:, Train 1.0000, Val 0.8900, Test 0.8950
Epoch 230:, Train 1.0000, Val 0.8940, Test 0.8970
Epoch 240:, Train 1.0000, Val 0.9040, Test 0.8900
Epoch 250:, Train 1.0000, Val 0.8960, Test 0.8920
Epoch 260:, Train 1.0000, Val 0.9100, Test 0.8890
Epoch 270:, Train 1.0000, Val 0.8940, Test 0.8950
Epoch 280:, Train 1.0000, Val 0.9080, Test 0.8970
Epoch 290:, Train 1.0000, Val 0.8900, Test 0.8940
Epoch 300:, Train 1.0000, Val 0.9040, Test 0.8950
BEST: Epoch 140, Train 1.0000, Val 0.9200, Test 0.8880

RUN #1: seed=4
SIGN
Attention Filter (n=88648): 1.000 +\- 0.000 [1.000-1.000]
Total Transformation Time: 0.1112
Epoch 10:, Train 0.9661, Val 0.9140, Test 0.8910
Epoch 20:, Train 0.9974, Val 0.9280, Test 0.8960
Epoch 30:, Train 0.9997, Val 0.9180, Test 0.8970
Epoch 40:, Train 0.9999, Val 0.9120, Test 0.9060
Epoch 50:, Train 1.0000, Val 0.9020, Test 0.8930
Epoch 60:, Train 0.9999, Val 0.9020, Test 0.8930
Epoch 70:, Train 1.0000, Val 0.9240, Test 0.9000
Epoch 80:, Train 1.0000, Val 0.9000, Test 0.8920
Epoch 90:, Train 1.0000, Val 0.9100, Test 0.8860
Epoch 100:, Train 1.0000, Val 0.9120, Test 0.8860
Epoch 110:, Train 1.0000, Val 0.9060, Test 0.8860
Epoch 120:, Train 1.0000, Val 0.9120, Test 0.8900
Epoch 130:, Train 1.0000, Val 0.9080, Test 0.8920
Epoch 140:, Train 1.0000, Val 0.9200, Test 0.8950
Epoch 150:, Train 1.0000, Val 0.9100, Test 0.8940
Epoch 160:, Train 1.0000, Val 0.9200, Test 0.8910
Epoch 170:, Train 1.0000, Val 0.8980, Test 0.8900
Epoch 180:, Train 1.0000, Val 0.9140, Test 0.8880
Epoch 190:, Train 1.0000, Val 0.9080, Test 0.8900
Epoch 200:, Train 1.0000, Val 0.9180, Test 0.8960
Epoch 210:, Train 1.0000, Val 0.9100, Test 0.8970
Epoch 220:, Train 1.0000, Val 0.9080, Test 0.8980
Epoch 230:, Train 1.0000, Val 0.9040, Test 0.8940
Epoch 240:, Train 1.0000, Val 0.9100, Test 0.8860
Epoch 250:, Train 1.0000, Val 0.9100, Test 0.8950
Epoch 260:, Train 1.0000, Val 0.9160, Test 0.8930
Epoch 270:, Train 1.0000, Val 0.9120, Test 0.8880
Epoch 280:, Train 1.0000, Val 0.9080, Test 0.8910
Epoch 290:, Train 1.0000, Val 0.9060, Test 0.8890
Epoch 300:, Train 1.0000, Val 0.9120, Test 0.8900
BEST: Epoch 20, Train 0.9974, Val 0.9280, Test 0.8960

RUN #2: seed=8
SIGN
Attention Filter (n=88648): 1.000 +\- 0.000 [1.000-1.000]
Total Transformation Time: 0.1114
Epoch 10:, Train 0.9661, Val 0.9260, Test 0.9050
Epoch 20:, Train 0.9965, Val 0.9140, Test 0.8950
Epoch 30:, Train 0.9992, Val 0.9080, Test 0.8990
Epoch 40:, Train 0.9995, Val 0.9260, Test 0.9000
Epoch 50:, Train 1.0000, Val 0.9120, Test 0.8960
