Sun 19 Jun 2022 02:16:07 PM CEST
r30n2.lisa.surfsara.nl
uid=55639(jharris) gid=55199(jharris) groups=55199(jharris),46457(lisa_uva_gpu),50488(ssh_forwarding)
/home/jharris/Desktop/approx_attention
/home/jharris/Desktop/approx_attention/venvs/GPU_venv/bin/python

Check if packages installed correctly
Torch: 1.11.0+cu113
PyG: 2.0.4

==================================================
Using backend: pytorch

===== PUBMED =====

Namespace(DATASET='pubmed', EPOCHS=300, EVAL_EVERY=20, RUN_SEEDS=[0, 4, 8, 42, 64, 128, 256, 512, 1024, 2048], BATCH_SIZE=1024, LEARNING_RATE=0.01, WEIGHT_DECAY=0.001, NODE_DROPOUT=0.6, HIDDEN_UNITS=8, LAYERS=2, HEADS_IN=8, HEADS_OUT=8, NEIGHBORS=150)

RUN #0: seed0
Epoch 20:, Train 0.8480, Val 0.8780, Test 0.8430
Epoch 140:, Train 0.8468, Val 0.8800, Test 0.8420
Epoch 160:, Train 0.8478, Val 0.8780, Test 0.8430
Epoch 180:, Train 0.8501, Val 0.8840, Test 0.8440
Epoch 200:, Train 0.8413, Val 0.8620, Test 0.8360
Epoch 220:, Train 0.8488, Val 0.8780, Test 0.8420
Epoch 240:, Train 0.8466, Val 0.8740, Test 0.8430
Epoch 260:, Train 0.8484, Val 0.8800, Test 0.8450
Epoch 280:, Train 0.8440, Val 0.8720, Test 0.8390
Epoch 300:, Train 0.8485, Val 0.8760, Test 0.8430
BEST: Epoch 180, Train 0.8501, Val 0.8840, Test 0.8440

RUN #3: seed42
Epoch 20:, Train 0.8493, Val 0.8780, Test 0.8460
Epoch 40:, Train 0.8422, Val 0.8680, Test 0.8380
Epoch 60:, Train 0.8415, Val 0.8780, Test 0.8410
Epoch 80:, Train 0.8465, Val 0.8760, Test 0.8370
Epoch 100:, Train 0.8472, Val 0.8800, Test 0.8390
Epoch 120:, Train 0.8354, Val 0.8480, Test 0.8340
Epoch 140:, Train 0.8474, Val 0.8820, Test 0.8430
Epoch 160:, Train 0.8485, Val 0.8800, Test 0.8430
Epoch 180:, Train 0.8459, Val 0.8780, Test 0.8420
Epoch 200:, Train 0.8439, Val 0.8720, Test 0.8410
Epoch 220:, Train 0.8418, Val 0.8720, Test 0.8400
Epoch 240:, Train 0.8411, Val 0.8680, Test 0.8350
Epoch 260:, Train 0.8428, Val 0.8720, Test 0.8390
Epoch 280:, Train 0.8462, Val 0.8760, Test 0.8410
Epoch 300:, Train 0.8485, Val 0.8880, Test 0.8450
BEST: Epoch 300, Train 0.8485, Val 0.8880, Test 0.8450

RUN #4: seed64
Epoch 20:, Train 0.8492, Val 0.8800, Test 0.8430
Epoch 40:, Train 0.8446, Val 0.8800, Test 0.8400
Epoch 60:, Train 0.8447, Val 0.8740, Test 0.8380
Epoch 80:, Train 0.8477, Val 0.8740, Test 0.8360
Epoch 100:, Train 0.8471, Val 0.8820, Test 0.8410
Epoch 120:, Train 0.8470, Val 0.8740, Test 0.8390
Epoch 140:, Train 0.8497, Val 0.8840, Test 0.8420
Epoch 160:, Train 0.8467, Val 0.8700, Test 0.8400
Epoch 180:, Train 0.8496, Val 0.8840, Test 0.8430
Epoch 200:, Train 0.8428, Val 0.8740, Test 0.8390
Epoch 220:, Train 0.8511, Val 0.8860, Test 0.8460
Epoch 240:, Train 0.8477, Val 0.8840, Test 0.8420
Epoch 260:, Train 0.8451, Val 0.8760, Test 0.8430
Epoch 280:, Train 0.8475, Val 0.8760, Test 0.8460
Epoch 300:, Train 0.8397, Val 0.8620, Test 0.8390
BEST: Epoch 220, Train 0.8511, Val 0.8860, Test 0.8460

RUN #5: seed128
Epoch 20:, Train 0.8462, Val 0.8800, Test 0.8390
Epoch 40:, Train 0.8496, Val 0.8800, Test 0.8430
Epoch 60:, Train 0.8449, Val 0.8760, Test 0.8420
Epoch 80:, Train 0.8448, Val 0.8740, Test 0.8400
Epoch 100:, Train 0.8434, Val 0.8740, Test 0.8400
Epoch 120:, Train 0.8489, Val 0.8780, Test 0.8430
Epoch 140:, Train 0.8429, Val 0.8780, Test 0.8400
Epoch 160:, Train 0.8412, Val 0.8740, Test 0.8400
Epoch 180:, Train 0.8373, Val 0.8500, Test 0.8360
Epoch 200:, Train 0.8503, Val 0.8780, Test 0.8480
Epoch 220:, Train 0.8467, Val 0.8680, Test 0.8410
Epoch 240:, Train 0.8425, Val 0.8680, Test 0.8410
Epoch 260:, Train 0.8449, Val 0.8700, Test 0.8420
Epoch 280:, Train 0.8438, Val 0.8740, Test 0.8410
Epoch 300:, Train 0.8459, Val 0.8820, Test 0.8410
BEST: Epoch 300, Train 0.8459, Val 0.8820, Test 0.8410

RUN #6: seed256
Epoch 20:, Train 0.8496, Val 0.8860, Test 0.8460
Epoch 40:, Train 0.8450, Val 0.8720, Test 0.8410
Epoch 60:, Train 0.8473, Val 0.8860, Test 0.8440
Epoch 80:, Train 0.8523, Val 0.8860, Test 0.8510
Epoch 100:, Train 0.8423, Val 0.8720, Test 0.8370
Epoch 120:, Train 0.8427, Val 0.8680, Test 0.8400
Epoch 140:, Train 0.8448, Val 0.8720, Test 0.8430
Epoch 160:, Train 0.8494, Val 0.8720, Test 0.8390
Epoch 180:, Train 0.8475, Val 0.8700, Test 0.8400
Epoch 200:, Train 0.8510, Val 0.8860, Test 0.8510
Epoch 220:, Train 0.8462, Val 0.8760, Test 0.8450
Epoch 240:, Train 0.8443, Val 0.8740, Test 0.8420
Epoch 260:, Train 0.8477, Val 0.8800, Test 0.8400
Epoch 280:, Train 0.8509, Val 0.8800, Test 0.8460
Epoch 300:, Train 0.8512, Val 0.8840, Test 0.8440
BEST: Epoch 20, Train 0.8496, Val 0.8860, Test 0.8460

RUN #7: seed512
Epoch 20:, Train 0.8419, Val 0.8740, Test 0.8370
Epoch 40:, Train 0.8481, Val 0.8760, Test 0.8430
Epoch 60:, Train 0.8472, Val 0.8760, Test 0.8400
Epoch 80:, Train 0.8498, Val 0.8820, Test 0.8400
Epoch 100:, Train 0.8425, Val 0.8660, Test 0.8370
Epoch 120:, Train 0.8398, Val 0.8720, Test 0.8390
Epoch 140:, Train 0.8468, Val 0.8760, Test 0.8410
Epoch 160:, Train 0.8447, Val 0.8780, Test 0.8420
Epoch 180:, Train 0.8490, Val 0.8780, Test 0.8470
Epoch 200:, Train 0.8500, Val 0.8820, Test 0.8380
Epoch 220:, Train 0.8456, Val 0.8740, Test 0.8390
Epoch 240:, Train 0.8467, Val 0.8820, Test 0.8470
Epoch 260:, Train 0.8486, Val 0.8840, Test 0.8470
Epoch 280:, Train 0.8490, Val 0.8800, Test 0.8420
Epoch 300:, Train 0.8469, Val 0.8760, Test 0.8420
BEST: Epoch 260, Train 0.8486, Val 0.8840, Test 0.8470

RUN #8: seed1024
Epoch 20:, Train 0.8459, Val 0.8700, Test 0.8410
Epoch 40:, Train 0.8346, Val 0.8400, Test 0.8320
Epoch 60:, Train 0.8416, Val 0.8640, Test 0.8390
Epoch 80:, Train 0.8502, Val 0.8800, Test 0.8460
Epoch 100:, Train 0.8416, Val 0.8740, Test 0.8380
Epoch 120:, Train 0.8447, Val 0.8760, Test 0.8440
Epoch 140:, Train 0.8457, Val 0.8760, Test 0.8450
Epoch 160:, Train 0.8436, Val 0.8680, Test 0.8380
Epoch 180:, Train 0.8477, Val 0.8840, Test 0.8370
Epoch 200:, Train 0.8453, Val 0.8780, Test 0.8430
Epoch 220:, Train 0.8398, Val 0.8680, Test 0.8390
Epoch 240:, Train 0.8445, Val 0.8680, Test 0.8430
Epoch 260:, Train 0.8448, Val 0.8680, Test 0.8400
Epoch 280:, Train 0.8506, Val 0.8860, Test 0.8450
Epoch 300:, Train 0.8427, Val 0.8660, Test 0.8370
BEST: Epoch 280, Train 0.8506, Val 0.8860, Test 0.8450

RUN #9: seed2048
Epoch 20:, Train 0.8511, Val 0.8840, Test 0.8470
Epoch 40:, Train 0.8394, Val 0.8600, Test 0.8370
Epoch 60:, Train 0.8489, Val 0.8860, Test 0.8410
Epoch 80:, Train 0.8416, Val 0.8720, Test 0.8400
Epoch 100:, Train 0.8518, Val 0.8900, Test 0.8470
Epoch 120:, Train 0.8461, Val 0.8780, Test 0.8470
Epoch 140:, Train 0.8445, Val 0.8700, Test 0.8400
Epoch 160:, Train 0.8498, Val 0.8840, Test 0.8460
Epoch 180:, Train 0.8465, Val 0.8760, Test 0.8390
Epoch 200:, Train 0.8453, Val 0.8720, Test 0.8400
Epoch 220:, Train 0.8517, Val 0.8820, Test 0.8470
Epoch 240:, Train 0.8484, Val 0.8800, Test 0.8420
Epoch 260:, Train 0.8472, Val 0.8780, Test 0.8410
Epoch 280:, Train 0.8472, Val 0.8820, Test 0.8410
Epoch 300:, Train 0.8441, Val 0.8760, Test 0.8340
BEST: Epoch 100, Train 0.8518, Val 0.8900, Test 0.8470




==================================================
Model Parameters: 33779

Avg. Training Time (epoch) (s): 0.5119 +/- 0.1225
Avg. Inference Time (s): 0.7186 +/- 0.1648

Avg. Training Acc: 0.8497 +/- 0.0016
Avg. Validation Acc: 0.8860 +/- 0.0022
Avg. Test Acc: 0.8449 +/- 0.0018

==================================================

++++++++++++++++++++++++++++++++++++++++++++++++++++
TOTAL RUNTIME = 0 hours 28 minutes
++++++++++++++++++++++++++++++++++++++++++++++++++++
